ID;Number;Nationwide number;Name;Original name;Sex;Year of birth;Nationality;Military/Civilian;Selection;Year of Selection;mission number;total number of missions;Occupation;Year of mission;Mission title;Ascend shuttle;In orbit;Descend shuttle;Hours/mission;Total hrs (sum);Field21;EVA hrs/mission;Total EVA hrs
650;282;177;Brown, Curtis L., Jr.;Brown, Curtis L., Jr.;M;1956;U.S.;Mil;NASA- 12;1987;2;6;pilot;1994;STS-66;STS-66;STS-66;STS-66;262,5;1381;0;0;0
651;282;177;Brown, Curtis L., Jr.;Brown, Curtis L., Jr.;M;1956;U.S.;Mil;NASA- 12;1987;3;6;pilot;1996;STS-77;STS-77;STS-77;STS-77;240,5;1381;0;0;0
652;282;177;Brown, Curtis L., Jr.;Brown, Curtis L., Jr.;M;1956;U.S.;Mil;NASA- 12;1987;4;6;commander;1997;STS-85;STS-85;STS-85;STS-85;284,5;1381;0;0;0
653;282;177;Brown, Curtis L., Jr.;Brown, Curtis L., Jr.;M;1956;U.S.;Mil;NASA- 12;1987;5;6;commander;1998;STS-95;STS-95;STS-95;STS-95;213,5;1381;0;0;0
654;282;177;Brown, Curtis L., Jr.;Brown, Curtis L., Jr.;M;1956;U.S.;Mil;NASA- 12;1987;6;6;commander;1999;STS-103;STS-103;STS-103;STS-103;191;1381;0;0;0
655;283;178;Davis, Nancy Jan;Davis, Nancy Jan;F;1953;U.S.;Civ;NASA- 12;1987;1;3;MSP;1992;STS-47;STS-47;STS-47;STS-47;190,5;673;0;0;0
656;283;178;Davis, Nancy Jan;Davis, Nancy Jan;F;1953;U.S.;Civ;NASA- 12;1987;2;3;MSP;1994;STS-60;STS-60;STS-60;STS-60;199;673;0;0;0
657;283;178;Davis, Nancy Jan;Davis, Nancy Jan;F;1953;U.S.;Civ;NASA- 12;1987;3;3;MSP;1997;STS-85;STS-85;STS-85;STS-85;284;673;0;0;0
658;284;179;Jemison, Mae C.;Jemison, Mae C.;F;1956;U.S.;Civ;NASA- 12;1987;1;1;MSP;1992;STS-47;STS-47;STS-47;STS-47;190,5;190,5;0;0;0
659;285;2;Mohri, Mamoru;毛利衛;M;1948;Japan;Civ;NASDA-1;1985;1;2;PSP;1992;STS-47;STS-47;STS-47;STS-47;190,5;190,5;0;0;0
660;285;2;Mohri, Mamoru;毛利衛;M;1948;Japan;Civ;NASDA-1;1985;2;2;MSP;2000;STS-99;STS-99;STS-99;STS-99;269,7;190,5;0;0;0
661;286;3;Steven MacLean;Steven MacLean;M;1954;Canada;Mil;1983 NRC Group;1983;1;2;PSP;1992;STS-52;STS-52;STS-52;STS-52;236,93;520,03;0;0;7,18
662;286;3;Steven MacLean;Steven MacLean;M;1954;Canada;Mil;1983 NRC Group;1983;2;2;MSP;2006;STS-115;STS-115;STS-115;STS-115;283,1;520,03;1;7,18;7,18
663;287;180;Clifford, Michael R.;Clifford, Michael R.;M;1952;U.S.;Mil;NASA- 13;1990;1;3;MSP;1992;STS-53;STS-53;STS-53;STS-53;175;666;0;0;6,03
664;287;180;Clifford, Michael R.;Clifford, Michael R.;M;1952;U.S.;Mil;NASA- 13;1990;2;3;MSP;1994;STS-59;STS-59;STS-59;STS-59;270;666;0;0;6,03
665;287;180;Clifford, Michael R.;Clifford, Michael R.;M;1952;U.S.;Mil;NASA- 13;1990;3;3;MSP;1996;STS-76;STS-76;STS-76;STS-76;221;666;1;6,03;6,03
666;288;181;Helms, Susan J.;Helms, Susan J.;F;1958;U.S.;Mil;NASA- 13;1990;1;5;MSP;1993;STS-54;STS-54;STS-54;STS-54;143;5054;0;0;8,93
667;288;181;Helms, Susan J.;Helms, Susan J.;F;1958;U.S.;Mil;NASA- 13;1990;2;5;MSP;1994;STS-64;STS-64;STS-64;STS-64;262;5054;0;0;8,93
668;288;181;Helms, Susan J.;Helms, Susan J.;F;1958;U.S.;Mil;NASA- 13;1990;3;5;MSP;1996;STS-78;STS-78;STS-78;STS-78;405;5054;0;0;8,93
669;288;181;Helms, Susan J.;Helms, Susan J.;F;1958;U.S.;Mil;NASA- 13;1990;4;5;MSP;2000;STS-101;STS-101;STS-101;STS-101;237;5054;0;0;8,93
670;288;181;Helms, Susan J.;Helms, Susan J.;F;1958;U.S.;Mil;NASA- 13;1990;5;5;flight engineer;2001;2;STS-102;ISS;STS-105;4007;5054;1;8,93;8,93
671;289;75;Poleshchuk, Aleksandr;Александр Федорович Полещук;M;1953;U.S.S.R/Russia;Mil;NPOE-9;1989;1;1;flight engineer;1993;13;Soyuz TM;Mir;Soyuz TM;4296;4296,72;2;9,97;9,97
672;290;182;Cockrell, Kenneth D.;Cockrell, Kenneth D.;M;1950;U.S.;Civ;NASA- 13;1990;1;5;MSP;1993;STS-56;STS-56;STS-56;STS-56;222;1560;0;0;0
673;290;182;Cockrell, Kenneth D.;Cockrell, Kenneth D.;M;1950;U.S.;Civ;NASA- 13;1990;2;5;pilot;1995;STS-69;STS-69;STS-69;STS-69;260,5;1560;0;0;0
674;290;182;Cockrell, Kenneth D.;Cockrell, Kenneth D.;M;1950;U.S.;Civ;NASA- 13;1990;3;5;commander;1996;STS-80;STS-80;STS-80;STS-80;424;1560;0;0;0
675;290;182;Cockrell, Kenneth D.;Cockrell, Kenneth D.;M;1950;U.S.;Civ;NASA- 13;1990;4;5;commander;2001;STS-98;STS-98;STS-98;STS-98;309;1560;0;0;0
676;290;182;Cockrell, Kenneth D.;Cockrell, Kenneth D.;M;1950;U.S.;Civ;NASA- 13;1990;5;5;commander;2002;STS-111;STS-111;STS-111;STS-111;333;1560;0;0;0
677;291;183;Ochoa, Ellen;Ochoa, Ellen;F;1958;U.S.;Civ;NASA-13;1990;1;4;MSP;1993;STS-56;STS-56;STS-56;STS-56;222;978;0;0;0
678;291;183;Ochoa, Ellen;Ochoa, Ellen;F;1958;U.S.;Civ;NASA-13;1990;2;4;MSP;1994;STS-66;STS-66;STS-66;STS-66;263;978;0;0;0
679;291;183;Ochoa, Ellen;Ochoa, Ellen;F;1958;U.S.;Civ;NASA-13;1990;3;4;MSP;1999;STS-96;STS-96;STS-96;STS-96;235;978;0;0;0
680;291;183;Ochoa, Ellen;Ochoa, Ellen;F;1958;U.S.;Civ;NASA-13;1990;4;4;MSP;2002;STS-110;STS-110;STS-110;STS-110;260;978;0;0;0
681;292;184;Precourt, Charles J., Jr.;Precourt, Charles J., Jr.;M;1955;U.S.;Mil;NASA-13;1990;1;4;MSP;1993;STS-55;STS-55;STS-55;STS-55;240;932;0;0;0
682;292;184;Precourt, Charles J., Jr.;Precourt, Charles J., Jr.;M;1955;U.S.;Mil;NASA-13;1990;2;4;pilot;1995;STS-71;STS-71;STS-71;STS-71;235;932;0;0;0
683;292;184;Precourt, Charles J., Jr.;Precourt, Charles J., Jr.;M;1955;U.S.;Mil;NASA-13;1990;3;4;commander;1997;STS-84;STS-84;STS-84;STS-84;221;932;0;0;0
684;292;184;Precourt, Charles J., Jr.;Precourt, Charles J., Jr.;M;1955;U.S.;Mil;NASA-13;1990;4;4;commander;1998;STS-91;STS-91;STS-91;STS-91;235;932;0;0;0
685;293;185;Harris, Bernard A., Jr.;Harris, Bernard A., Jr.;M;1956;U.S.;Civ;NASA Astronaut Group 13;1990;1;2;MSP;1993;STS-55;STS-55;STS-55;STS-55;239;437;1;4,65;4,65
686;293;185;Harris, Bernard A., Jr.;Harris, Bernard A., Jr.;M;1956;U.S.;Civ;NASA Astronaut Group 14;1990;2;2;MSP;1995;STS-63;STS-63;STS-63;STS-63;198;437;0;0;4,65
687;294;5;Walter, Ulrich;Walter, Ulrich;M;1954;Germany;Civ;DLR-2/EAC;1987;1;1;PSP;1993;STS-55;STS-55;STS-55;STS-55;239,67;239,67;0;0;0
688;295;6;Schlegel, Hans;Schlegel, Hans;M;1951;Germany;Civ;DLR-2/EAC;1987;1;2;PSP;1993;STS-55;STS-55;STS-55;STS-55;240;546;0;0;6,75
689;295;6;Schlegel, Hans;Schlegel, Hans;M;1951;Germany;Civ;DLR-2/EAC;1987;2;2;MSP;2008;STS-122;STS-122;STS-122;STS-122;306;546;1;6,75;6,75
690;296;186;Currie, Nancy J.;Currie, Nancy J.;F;1958;U.S.;Mil;NASA- 13;1990;1;4;MSP;1993;STS-57;STS-57;STS-57;STS-57;240;999;0;0;0
691;296;186;Currie, Nancy J.;Currie, Nancy J.;F;1958;U.S.;Mil;NASA- 13;1990;2;4;MSP;1995;STS-70;STS-70;STS-70;STS-70;214;999;0;0;0
692;296;186;Currie, Nancy J.;Currie, Nancy J.;F;1958;U.S.;Mil;NASA- 13;1990;3;4;MSP;1998;STS-88;STS-88;STS-88;STS-88;283;999;0;0;0
693;296;186;Currie, Nancy J.;Currie, Nancy J.;F;1958;U.S.;Mil;NASA- 13;1990;4;4;MSP;2002;STS-109;STS-109;STS-109;STS-109;262;999;0;0;0
694;297;187;Wisoff, Peter J. K.;Wisoff, Peter J. K.;M;1958;U.S.;Civ;1990 NASA group;1990;1;4;MSP;1993;STS-57;STS-57;STS-57;STS-57;239;1064,15;1;5,83;19,88
695;297;187;Wisoff, Peter J. K.;Wisoff, Peter J. K.;M;1958;U.S.;Civ;1990 NASA group;1990;2;4;MSP;1994;STS-68;STS-68;STS-68;STS-68;269;1064,15;0;0;19,88
696;297;187;Wisoff, Peter J. K.;Wisoff, Peter J. K.;M;1958;U.S.;Civ;1990 NASA group;1990;3;4;MSP;1997;STS-81;STS-81;STS-81;STS-81;240;1064,15;0;0;19,88
697;297;187;Wisoff, Peter J. K.;Wisoff, Peter J. K.;M;1958;U.S.;Civ;1990 NASA group;1990;4;4;MSP;2000;STS-92;STS-92;STS-92;STS-92;309;1064,15;2;14,05;19,88
698;298;188;Voss, Janice E.;Voss, Janice E.;F;1956;U.S.;Civ;1990 NASA group;1990;1;5;MSP;1993;STS-57;STS-57;STS-57;STS-57;239,73;1199,81;0;0;0
699;298;188;Voss, Janice E.;Voss, Janice E.;F;1956;U.S.;Civ;1990 NASA group;1990;2;5;MSP;1995;STS-63;STS-63;STS-63;STS-63;198,47;1199,81;0;0;0
700;298;188;Voss, Janice E.;Voss, Janice E.;F;1956;U.S.;Civ;1990 NASA group;1990;3;5;MSP;1997;STS-83;STS-83;STS-83;STS-83;95,21;1199,81;0;0;0
701;298;188;Voss, Janice E.;Voss, Janice E.;F;1956;U.S.;Civ;1990 NASA group;1990;4;5;MSP;1997;STS-94;STS-94;STS-94;STS-94;396,8;1199,81;0;0;0
702;298;188;Voss, Janice E.;Voss, Janice E.;F;1956;U.S.;Civ;1990 NASA group;1990;5;5;MSP;2000;STS-99;STS-99;STS-99;STS-99;269,6;1199,81;0;0;0
703;299;76;Tsibliyev, Vasili;Василий Васильевич Циблиев;M;1954;U.S.S.R/Russia;Mil;TsPK-8;1987;1;2;commander;1993;14;Soyuz TM;Mir;Soyuz TM;4721;9159,87;5;14,22;19,18
704;299;76;Tsibliyev, Vasili;Василий Васильевич Циблиев;M;1954;U.S.S.R/Russia;Mil;TsPK-8;1987;2;2;commander;1997;23;Soyuz TM;Mir;Soyuz TM;4438;9159,87;1;5,22;19,18
705;300;4;Haigneré, Jean-Pierre;Haigneré, Jean-Pierre;M;1948;France;Mil;CNES-2/EAC;1985;1;2;MSP;1993;Soyuz TM-17 / Soyuz TM-16;Soyuz TM-17;Soyuz TM-17;Soyuz TM-16;496;5028;1;6,32;6,32
706;300;4;Haigneré, Jean-Pierre;Haigneré, Jean-Pierre;M;1948;France;Mil;CNES-2/EAC;1985;2;2;flight engineer;1999;27;Soyuz TM-29;Mir;Soyuz TM-29;4532;5028;0;0;6,32
707;301;189;Newman, James H.;Newman, James H.;M;1956;U.S.;Civ;NASA-13;1990;1;4;MSP;1993;STS-51;STS-51;STS-51;STS-51;236;1032;1;7,08;43,03
708;301;189;Newman, James H.;Newman, James H.;M;1956;U.S.;Civ;NASA-13;1990;2;4;MSP;1995;STS-69;STS-69;STS-69;STS-69;260;1032;0;0;43,03
709;301;189;Newman, James H.;Newman, James H.;M;1956;U.S.;Civ;NASA-13;1990;3;4;MSP;1998;STS-88;STS-88;STS-88;STS-88;283;1032;3;21,38;43,03
710;301;189;Newman, James H.;Newman, James H.;M;1956;U.S.;Civ;NASA-13;1990;4;4;MSP;2002;STS-109;STS-109;STS-109;STS-109;262;1032;2;14,57;43,03
711;302;190;Bursch, Daniel W.;Bursch, Daniel W.;M;1957;U.S.;Mil;NASA- 13;1990;1;4;MSP;1993;STS-51;STS-51;STS-51;STS-51;236;5448;0;0;11,77
712;302;190;Bursch, Daniel W.;Bursch, Daniel W.;M;1957;U.S.;Mil;NASA- 13;1990;2;4;MSP;1994;STS-68;STS-68;STS-68;STS-68;169;5448;0;0;11,77
713;302;190;Bursch, Daniel W.;Bursch, Daniel W.;M;1957;U.S.;Mil;NASA- 13;1990;3;4;MSP;1996;STS-77;STS-77;STS-77;STS-77;241;5448;0;0;11,77
714;302;190;Bursch, Daniel W.;Bursch, Daniel W.;M;1957;U.S.;Mil;NASA- 13;1990;4;4;flight engineer;2001;4;STS-108;ISS;STS-111;4802;5448;2;11,77;11,77
715;303;191;Walz, Carl E.;Walz, Carl E.;M;1955;U.S.;Mil;1990 NASA group;1990;1;4;MSP;1993;STS-51;STS-51;STS-51;STS-51;236,18;5533,06;1;7,08;18,91
716;303;191;Walz, Carl E.;Walz, Carl E.;M;1955;U.S.;Mil;1990 NASA group;1990;2;4;MSP;1994;STS-65;STS-65;STS-65;STS-65;360;5533,06;0;0;18,91
717;303;191;Walz, Carl E.;Walz, Carl E.;M;1955;U.S.;Mil;1990 NASA group;1990;3;4;MSP;1996;STS-79;STS-79;STS-79;STS-79;243;5533,06;0;0;18,91
718;303;191;Walz, Carl E.;Walz, Carl E.;M;1955;U.S.;Mil;1990 NASA group;1990;4;4;MSP;2001;4;STS-108;ISS;STS-111;4704;5533,06;2;11,83;18,91
719;304;192;Searfoss, Richard A.;Searfoss, Richard A.;M;1956;U.S.;Mil;1990 NASA group 13;1990;1;3;pilot;1993;STS-58;STS-58;STS-58;STS-58;338;938;0;0;0
720;304;192;Searfoss, Richard A.;Searfoss, Richard A.;M;1956;U.S.;Mil;1990 NASA group 13;1990;2;3;pilot;1996;STS-76;STS-76;STS-76;STS-76;216;938;0;0;0
721;304;192;Searfoss, Richard A.;Searfoss, Richard A.;M;1956;U.S.;Mil;1990 NASA group 13;1990;3;3;commander;1998;STS-90;STS-90;STS-90;STS-90;384;938;0;0;0
722;305;193;McArthur, William S., Jr.;McArthur, William S., Jr.;M;1951;U.S.;Mil;NASA- 13;1990;1;4;MSP;1993;STS-58;STS-58;STS-58;STS-58;336;5396;0;0;24,35
723;305;193;McArthur, William S., Jr.;McArthur, William S., Jr.;M;1951;U.S.;Mil;NASA- 13;1990;2;4;MSP;1995;STS-74;STS-74;STS-74;STS-74;196;5396;0;0;24,35
724;305;193;McArthur, William S., Jr.;McArthur, William S., Jr.;M;1951;U.S.;Mil;NASA- 13;1990;3;4;MSP;2000;STS-92;STS-92;STS-92;STS-92;309;5396;2;13,27;24,35
725;305;193;McArthur, William S., Jr.;McArthur, William S., Jr.;M;1951;U.S.;Mil;NASA- 13;1990;4;4;flight engineer;2006;12;Soyuz TMA-7;ISS;Soyuz TMA-7;4555;5396;2;11,08;24,35
726;306;194;Wolf, David A.;Wolf, David A.;M;1956;U.S.;Civ;1990 NASA group;1990;1;4;MSP;1993;STS-58;STS-58;STS-58;STS-58;336;4040,95;0;0;41,95
727;306;194;Wolf, David A.;Wolf, David A.;M;1956;U.S.;Civ;1990 NASA group;1990;2;4;MSP;1997;24;STS-86;Mir;STS-89;3072;4040,95;1;3,87;41,95
728;306;194;Wolf, David A.;Wolf, David A.;M;1956;U.S.;Civ;1990 NASA group;1990;3;4;MSP;2002;STS-112;STS-112;STS-112;STS-112;259;4040,95;3;19,68;41,95
729;306;194;Wolf, David A.;Wolf, David A.;M;1956;U.S.;Civ;1990 NASA group;1990;4;4;MSP;2009;STS-127;STS-127;STS-127;STS-127;376;4040,95;3;18,4;41,95
730;307;195;Fettman, Martin Joseph;Fettman, Martin Joseph;M;1956;U.S.;Civ;PS for STS-58;1992;1;1;PSP;1993;STS-58;STS-58;STS-58;STS-58;336,47;336,47;0;0;0
731;308;77;Yuri Vladimirovich Usachyov;Юрий Владимирович Усачёв;M;1957;U.S.S.R/Russia;Mil;1989 NPOE Cosmonaut Group;1989;1;4;flight engineer;1994;Mir EO-15;Soyuz TM-18;Mir;Soyuz TM-18;4368,45;13270,42;0;0;31,15
732;308;77;Yuri Vladimirovich Usachyov;Юрий Владимирович Усачёв;M;1957;U.S.S.R/Russia;Mil;1989 NPOE Cosmonaut Group;1989;2;4;flight engineer;1996;Mir EO-21;Soyuz TM-23;Mir;Soyuz TM-23;4651,12;13270,42;6;30,5;31,15
733;308;77;Yuri Vladimirovich Usachyov;Юрий Владимирович Усачёв;M;1957;U.S.S.R/Russia;Mil;1989 NPOE Cosmonaut Group;1989;3;4;MSP;2000;STS 101;STS 101;Spacehub;STS 101;236,17;13270,42;0;0;31,15
734;308;77;Yuri Vladimirovich Usachyov;Юрий Владимирович Усачёв;M;1957;U.S.S.R/Russia;Mil;1989 NPOE Cosmonaut Group;1989;4;4;commander;2001;2;STS 102;ISS;STS 102;4014,68;13270,42;1;0,65;31,15
735;309;196;Sega, Ronald M.;Sega, Ronald M.;M;1952;U.S.;Civ;1990 NASA group 13;1990;1;2;MSP;1994;STS-60;STS-60;STS-60;STS-60;199;420;0;0;0
736;309;196;Sega, Ronald M.;Sega, Ronald M.;M;1952;U.S.;Civ;1990 NASA group 13;1990;2;2;MSP;1996;STS-76;STS-76;STS-76;STS-76;221;420;0;0;0
737;310;197;Jones, Thomas D.;Jones, Thomas D.;M;1955;U.S.;Civ;NASA- 13;1990;1;4;MSP;1994;STS-59;STS-59;STS-59;STS-59;269;1272,82;0;0;19,82
738;310;197;Jones, Thomas D.;Jones, Thomas D.;M;1955;U.S.;Civ;NASA- 14;1990;2;4;MSP;1994;STS-68;STS-68;STS-68;STS-68;269;1272,82;0;0;19,82
739;310;197;Jones, Thomas D.;Jones, Thomas D.;M;1955;U.S.;Civ;NASA- 14;1990;3;4;MSP;1996;STS-80;STS-80;STS-80;STS-80;423;1272,82;0;0;19,82
740;310;197;Jones, Thomas D.;Jones, Thomas D.;M;1955;U.S.;Civ;NASA- 14;1990;4;4;MSP;2001;STS-98;STS-98;STS-98;STS-98;309;1272,82;3;19,82;19,82
741;311;78;Malenchenko, Yuri;Юрий Иванович Маленченко;M;1961;U.S.S.R/Russia;Mil;TsPK-8;1987;1;6;commander;1994;16;Soyuz TM;Mir;Soyuz TM;3022;16872,47;2;11,12;34,83
742;311;78;Malenchenko, Yuri;Юрий Иванович Маленченко;M;1961;U.S.S.R/Russia;Mil;TsPK-8;1987;2;6;Flight engineer;2000;STS;STS;STS;STS;283;16872,47;1;6,23;34,83
743;311;78;Malenchenko, Yuri;Юрий Иванович Маленченко;M;1961;U.S.S.R/Russia;Mil;TsPK-8;1987;3;6;commander;2003;7;Soyuz TMA;ISS;Soyuz TMA;4438;16872,47;0;0;34,83
744;311;78;Malenchenko, Yuri;Юрий Иванович Маленченко;M;1961;U.S.S.R/Russia;Mil;TsPK-8;1987;4;6;commander;2007;16;Soyuz TMA;ISS;Soyuz TMA;4603;16872,47;1;6,92;34,83
745;311;78;Malenchenko, Yuri;Юрий Иванович Маленченко;M;1961;U.S.S.R/Russia;Mil;TsPK-8;1987;5;6;commander;2012;32;Soyuz TMA;ISS;Soyuz TMA;3047;16872,47;1;5,85;34,83
746;311;78;Malenchenko, Yuri;Юрий Иванович Маленченко;M;1961;U.S.S.R/Russia;Mil;TsPK-8;1987;6;6;commander;2015;46;Soyuz TMA;ISS;in space;1477;16872,47;1;4,72;34,83
747;312;79;Musabayev, Talgat;Талғат Аманкелдіұлы Мұсабаев;M;1951;U.S.S.R/Russia;Mil;MGA/Kazakhstan;1990;1;3;flight engineer;1994;16;Soyuz TM;Mir;Soyuz TM;3002;8193,8;2;11,12;42,6
748;312;79;Musabayev, Talgat;Талғат Аманкелдіұлы Мұсабаев;M;1951;U.S.S.R/Russia;Mil;MGA/Kazakhstan;1990;2;3;commander;1998;25;Soyuz TM;Mir;Soyuz TM;4980;8193,8;6;31,48;42,6
749;312;79;Musabayev, Talgat;Талғат Аманкелдіұлы Мұсабаев;M;1951;U.S.S.R/Russia;Mil;MGA/Kazakhstan;1990;3;3;commander;2001;Soyuz TM;Soyuz TM;Soyuz TM;Soyuz TM;190;8193,8;0;0;42,6
750;313;198;Halsell, James D., Jr.;Halsell, James D., Jr.;M;1956;U.S.;Mil;NASA Astronaut Group 13;1990;1;5;pilot;1994;STS-65;STS-65;STS-65;STS-65;353;1257;0;0;0
751;313;198;Halsell, James D., Jr.;Halsell, James D., Jr.;M;1956;U.S.;Mil;NASA Astronaut Group 14;1990;2;5;pilot;1995;STS-74;STS-74;STS-74;STS-74;196;1257;0;0;0
752;313;198;Halsell, James D., Jr.;Halsell, James D., Jr.;M;1956;U.S.;Mil;NASA Astronaut Group 15;1990;3;5;commander;1997;STS-83;STS-83;STS-83;STS-83;95;1257;0;0;0
753;313;198;Halsell, James D., Jr.;Halsell, James D., Jr.;M;1956;U.S.;Mil;NASA Astronaut Group 16;1990;4;5;commander;1997;STS-94;STS-94;STS-94;STS-94;376;1257;0;0;0
754;313;198;Halsell, James D., Jr.;Halsell, James D., Jr.;M;1956;U.S.;Mil;NASA Astronaut Group 17;1990;5;5;commander;2000;STS-101;STS-101;STS-101;STS-101;237;1257;0;0;0
755;314;199;Chiao, Leroy;Chiao, Leroy;M;1960;U.S.;Civ;NASA- 13;1990;1;4;MSP;1994;STS-65;STS-65;STS-65;STS-65;354;5503;0;0;36,09
756;314;199;Chiao, Leroy;Chiao, Leroy;M;1960;U.S.;Civ;NASA- 13;1990;2;4;MSP;1996;STS-72;STS-72;STS-72;STS-72;214;5503;2;12,85;36,09
757;314;199;Chiao, Leroy;Chiao, Leroy;M;1960;U.S.;Civ;NASA- 13;1990;3;4;MSP;2000;STS-92;STS-92;STS-92;STS-92;310;5503;2;13,27;36,09
758;314;199;Chiao, Leroy;Chiao, Leroy;M;1960;U.S.;Civ;NASA- 13;1990;4;4;commander;2004;10;Soyuz TMA-5;ISS;Soyuz TMA-5;4627;5503;2;9,97;36,09
759;315;200;Thomas, Donald A.;Thomas, Donald A.;M;1955;U.S.;Civ;1990 NASA group;1990;1;4;MSP;1994;STS-65;STS-65;STS-65;STS-65;353;1038;0;0;0
760;315;200;Thomas, Donald A.;Thomas, Donald A.;M;1955;U.S.;Civ;1990 NASA group;1990;2;4;MSP;1995;STS-70;STS-70;STS-70;STS-70;214;1038;0;0;0
761;315;200;Thomas, Donald A.;Thomas, Donald A.;M;1955;U.S.;Civ;1990 NASA group;1990;3;4;MSP;1997;STS-83;STS-83;STS-83;STS-83;95;1038;0;0;0
762;315;200;Thomas, Donald A.;Thomas, Donald A.;M;1955;U.S.;Civ;1990 NASA group;1990;4;4;MSP;1997;STS-94;STS-94;STS-94;STS-94;376;1038;0;0;0
763;316;3;Mukai, Chiaki;向井千秋;F;1952;Japan;Civ;NASDA-1;1985;1;2;PSP;1994;STS-65;STS-65;STS-65;STS-65;354;568;0;0;0
764;316;3;Mukai, Chiaki;向井千秋;F;1952;Japan;Civ;NASDA-1;1985;2;2;PSP;1998;STS-95;STS-95;STS-95;STS-95;214;568;0;0;0
765;317;210;Linenger, Jerry M.;Linenger, Jerry M.;M;1955;U.S.;Mil;NASA- 14;1992;1;2;MSP;1994;STS-64;STS-64;STS-64;STS-64;262;3218,83;0;0;0
766;317;210;Linenger, Jerry M.;Linenger, Jerry M.;M;1955;U.S.;Mil;NASA- 15;1992;2;2;MSP;1997;22;STS-81;Mir;STS-84;3172;3218,83;0;0;0
767;318;202;Wilcutt, Terrence W.;Wilcutt, Terrence W.;M;1949;U.S.;Mil;1990 NASA group;1990;1;4;pilot;1994;STS-68;STS-68;STS-68;STS-68;269;1008;0;0;0
768;318;202;Wilcutt, Terrence W.;Wilcutt, Terrence W.;M;1949;U.S.;Mil;1990 NASA group;1990;2;4;pilot;1996;STS-79;STS-79;STS-79;STS-79;243;1008;0;0;0
769;318;202;Wilcutt, Terrence W.;Wilcutt, Terrence W.;M;1949;U.S.;Mil;1990 NASA group;1990;3;4;commander;1998;STS-89;STS-89;STS-89;STS-89;211;1008;0;0;0
770;318;202;Wilcutt, Terrence W.;Wilcutt, Terrence W.;M;1949;U.S.;Mil;1990 NASA group;1990;4;4;commander;2000;STS-106;STS-106;STS-106;STS-106;283;1008;0;0;0
771;319;203;Smith, Steven L.;Smith, Steven L.;M;1958;U.S.;Civ;1992 NASA group;1992;1;4;MSP;1994;STS-68;STS-68;STS-68;STS-68;264;960;0;0;49,8
772;319;203;Smith, Steven L.;Smith, Steven L.;M;1958;U.S.;Civ;1993 NASA group;1992;2;4;MSP;1997;STS-82;STS-82;STS-82;STS-82;240;960;3;19,17;49,8
773;319;203;Smith, Steven L.;Smith, Steven L.;M;1958;U.S.;Civ;1994 NASA group;1992;3;4;MSP;1999;STS-103;STS-103;STS-103;STS-103;192;960;2;16,38;49,8
774;319;203;Smith, Steven L.;Smith, Steven L.;M;1958;U.S.;Civ;1995 NASA group;1992;4;4;MSP;2002;STS-110;STS-110;STS-110;STS-110;264;960;2;14,25;49,8
775;320;80;Kondakova, Yelena V.;Елена Владимировна Кондакова;F;1957;U.S.S.R/Russia;Civ;NPOE-9;1989;1;2;flight engineer;1994;17;Soyuz TM;Mir;Soyuz TM;4061;4282,68;0;0;0
776;320;80;Kondakova, Yelena V.;Елена Владимировна Кондакова;F;1957;U.S.S.R/Russia;Civ;NPOE-9;1989;2;2;MSP;1997;23;STS;STS;STS;221;4282,68;0;0;0
777;321;204;Tanner, Joseph R.;Tanner, Joseph R.;M;1950;U.S.;Civ;1992 NASA group;1992;1;4;MSP;1994;STS-66;STS-66;STS-66;STS-66;262;1045,25;0;0;46,48
778;321;204;Tanner, Joseph R.;Tanner, Joseph R.;M;1950;U.S.;Civ;1992 NASA group;1992;2;4;MSP;1997;STS-82;STS-82;STS-82;STS-82;239;1045,25;2;14,02;46,48
779;321;204;Tanner, Joseph R.;Tanner, Joseph R.;M;1950;U.S.;Civ;1992 NASA group;1992;3;4;MSP;2000;STS-97;STS-97;STS-97;STS-97;259;1045,25;3;19,33;46,48
780;321;204;Tanner, Joseph R.;Tanner, Joseph R.;M;1950;U.S.;Civ;1992 NASA group;1992;4;4;MSP;2006;STS-115;STS-115;STS-115;STS-115;283;1045,25;2;13,13;46,48
781;322;5;Clervoy, Jean-François;Clervoy, Jean-François;M;1958;France;Mil;CNES-2/ESA-2/EAC;1985;1;3;MSP;1994;STS-66;STS-66;STS-66;STS-66;263;675,1;0;0;0
782;322;5;Clervoy, Jean-François;Clervoy, Jean-François;M;1958;France;Mil;CNES-2/ESA-2/EAC;1985;2;3;MSP;1997;STS-84;STS-84;STS-84;STS-84;221,1;675,1;0;0;0
783;322;5;Clervoy, Jean-François;Clervoy, Jean-François;M;1958;France;Mil;CNES-2/ESA-2/EAC;1985;3;3;MSP;1999;STS-103;STS-103;STS-103;STS-103;191;675,1;0;0;0
784;323;205;Parazynski, Scott E.;Parazynski, Scott E.;M;1961;U.S.;Civ;NASA-14;1992;1;5;MSP;1994;STS-66;STS-66;STS-66;STS-66;262;1379;0;0;47,08
785;323;205;Parazynski, Scott E.;Parazynski, Scott E.;M;1961;U.S.;Civ;NASA-14;1992;2;5;MSP;1997;STS-86;STS-86;STS-86;STS-86;259;1379;1;5,017;47,08
